"insee_dep","lib_france_services","adresse","adresse_cplmt","insee_com","code_postal","lib_com","type_structure","lib_structure","h_lundi","h_mardi","h_mercredi","h_jeudi","h_vendredi","h_samedi","itinerance","lat","long","result_label","result_score","result_postcode","result_city","result_citycode"
"01","Valserhône ","9 Rue des Papetiers ",,,"01200","VALSERHÔNE",,,,,,,,,,"46.105747","5.825644","9 Rue des Papetiers 01200 Valserhône","0.95","01200","Valserhône","01033"
"01","Saint-Trivier-de-Courtes","22 ESPLANADE DE LA POSTE",,,"01560","Saint-Trivier-de-Courtes","La Poste",,,,,,,,,"46.45916","5.083785","22 Esplanade de la Poste 01560 Saint-Trivier-de-Courtes","0.94","01560","Saint-Trivier-de-Courtes","01388"
"02","Maison France Services Thiérache Sambre et Oise","6 rue André Godin",,,"02120","GUISE","Collectivité","Communauté de communes  Thiérache Sambre et Oise","9h30 – 12h15 / 13h45 – 16h30","9h30 – 12h15 / 13h45 – 16h30",,"9h30 – 12h15 / 13h45 – 16h30","9h30 – 12h15 / 13h45 – 16h30",,"Oui","49.901471","3.626688","6 Rue André Godin 02120 Guise","0.95","02120","Guise","02361"
"02","Maison France Services de Ribemont","12 place du Château",,,"02240","RIBEMONT","Collectivité","Communauté de communes du Val de l’Oise","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h","8h – 12h30","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h",,,"49.797043","3.457978","12 Place du Château 02240 Ribemont","0.94","02240","Ribemont","02648"
"02","Espace France Services de Vailly-sur-Aisne","10 bis place Edouard Hériot",,,"02370","VAILLY-SUR-AISNE","Collectivité","Commune de Vailly-sur-Aisne","9h - 12h / 14h00 – 17h00","9h - 12h / 14h00 – 17h00","9h - 12h / 14h00 – 17h00","9h - 12h / 14h00 – 17h00","9h - 12h / 14h00 – 17h00",,,"49.4108","3.516475","10 bis Place Edouard Herriot 02370 Vailly-sur-Aisne","0.92","02370","Vailly-sur-Aisne","02758"
"02","Espace France Services de Saint-Erme","2 bis route de Montaigu",,,"02820","SAINT-ERME","Collectivité","Communauté de communes de la Champagne Picarde","9h - 12h / 13h15 – 17h30","9h - 12h / 13h15 – 17h30","9h - 12h / 13h15 – 17h30","9h - 12h / 13h15 – 17h30","9h - 12h / 13h15 – 17h",,,"49.535162","3.832202","Rue de Saint-erme 02820 Montaigu","0.63","02820","Montaigu","02498"
"03","Bus numérique du Conseil départemental de l’Allier","1 Avenue Victor Hugo",,,"03000","MOULINS","Collectivité","Conseil départemental de l’Allier",,,,,,,"Oui","46.568527","3.333844","1 Avenue Victor Hugo 03000 Moulins","0.95","03000","Moulins","03190"
"03","Espace France Services Le Montet","1 Place du Huit Mai",,,"03240","LE MONTET","Collectivité","Communauté de communes du bocage bourbonnais","9h - 12h / 14h – 18h","9h - 12h / 14h – 18h","9h - 12h / 14h – 18h","9h - 12h / 14h – 18h","9h – 12h","9h – 12h le premier samedi de chaque mois",,"46.409034","3.056601","1 Place du Huit Mai 03240 Le Montet","0.94","03240","Le Montet","03183"
"03","Espace France Services Dompierre sur Besbre","Place des Trois Platanes","Espace Boudeville",,"03290","DOMPIERRE-SUR-BESBRE","Collectivité","Communauté de communes entr’allier besbre et loire","9h - 12h / 13h30 – 17h","9h - 12h / 13h30 – 17h","9h - 12h / 13h30 – 17h","9h - 12h / 13h30 – 17h","9h – 12h",,,"46.518318","3.684063","Place des 3 Platanes 03290 Dompierre-sur-Besbre","0.61","03290","Dompierre-sur-Besbre","03102"
"03","Espace France Services Huriel","6 rue des Calaubys",,,"03380","HURIEL","Collectivité","Communauté de communes du pays d’Huriel","9h - 12h / 13h30 – 17h30","8h30 - 12h / 14h – 17h","8h30 - 12h / 13h30 – 17h","8h - 12h / 14h – 17h","9h - 12h / 13h30 – 17h30",,,"46.373106","2.475106","6 Rue des Calaubys 03380 Huriel","0.94","03380","Huriel","03128"
"03","Espace France Services Montmarault","7 Rue de la République",,,"03390","MONTMARAULT","Association","Association développement économique bassin emploi (ADEM)","8h30 - 12h30 / 13h30 – 17h15","8h30 - 12h30 / 13h30 – 17h15","8h30 - 12h30 / 13h30 – 17h15","8h30 - 12h30 / 13h30 – 17h15","8h30 – 12h30",,,"46.318921","2.953847","7 Rue de la République 03390 Montmarault","0.94","03390","Montmarault","03186"
"03","Espace France Services Marcillat en Combrailles","Place Pierre-Bitard",,,"03420","MARCILLAT-EN-COMBRAILLE","Collectivité","Commune de Marcillat en combrailles",,"8h30 - 12h / 13h30 – 17h30","8h30 - 12h / 13h30 – 17h30","8h30 - 12h / 13h30 – 17h30","8h30 - 12h / 13h30 – 17h30","8h30 - 12h / 13h30 – 17h30",,"46.167008","2.631081","Place Pierre Bitard 03420 Marcillat-en-Combraille","0.94","03420","Marcillat-en-Combraille","03161"
"03","Espace France Services Ebreuil","21 allée du Chemin-de-Fer","Communauté de communes Saint-Pourçain Sioule Limagne",,"03450","ÉBREUIL","Collectivité","communauté de communes Saint-pourçain sioule limagne","9h - 12h / 13h30 – 17h","9h - 12h / 13h30 – 17h","9h - 12h / 13h30 – 17h","9h - 12h / 13h30 – 17h","9h – 12h",,,"46.284913","3.262338","Rue du Chemin Ferre 03500 Saint-Pourçain-sur-Sioule","0.42","03500","Saint-Pourçain-sur-Sioule","03254"
"04","France Services BANON","PLACE DE LA REPUBLIQUE",,,"04150 ","BANON","La Poste",,,,,,,,,"44.038745","5.628631","Place de la Republique 04150 Banon","0.94","04150","Banon","04018"
"06","Espace France Services de Puget-Théniers","1 avenue Miss Pell","Foyer rural Cepage",,"06260","PUGET-THÉNIERS","Association","Foyer rural Cepage","9h30 – 12h30 / 13h30 – 17h30","9h30 – 12h30 / 13h30 – 17h30","9h30 – 12h30 / 13h30 – 17h30","9h30 – 12h30 / 13h30 – 17h30","9h30 – 12h30 / 13h30 – 17h30",,,"43.956124","6.893081","1 Avenue Miss Pell 06260 Puget-Théniers","0.64","06260","Puget-Théniers","06099"
"06","Espace France Services de Tende","107 AVENUE DU 16 SEPTEMBRE 1947",,,"06430","TENDE","La Poste","La Poste","8h45 – 12h00 / 13h30 – 16h00","08h45 – 12h00","8h45 – 12h00 / 13h30 – 16h00","8h45 – 12h00 / 13h30 – 16h00","9h30 – 12h00 / 13h30 – 16h00","8h45 – 12h00",,"44.089739","7.592867","107 Avenue du 16 Septembre 1947 06430 Tende","0.94","06430","Tende","06163"
"06","Espace France Services de Roquebillière","30 avenue Corniglion Molinier","Maison du département",,"06450","ROQUEBILLIÈRE","Collectivité","Conseil Départemental des Alpes-Maritimes","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","9h – 12h",,"44.012349","7.308089","Place Gen Corniglion Molinier 06450 Roquebillière","0.53","06450","Roquebillière","06103"
"06","Espace France Services de Saint-Vallier de Thiey","101 allée Charles Bonome",,,"06460","SAINT-VALLIER DE THIEY","Collectivité","Conseil Départemental des Alpes-Maritimes","9h -18h","9h -18h","9h -18h","9h -18h","9h -18h","9h – 12h",,"43.700356","6.848674","101 Allée Charles Bonome 06460 Saint-Vallier-de-Thiey","0.94","06460","Saint-Vallier-de-Thiey","06130"
"06","Espace France Services de l’Epi","25 place de provence","Centre socioculturel",,"06470","GUILLAUMES","Association","UFCV","9h00 – 12h30 / 14h – 17h30","9h00 – 12h30 / 14h – 17h30","9h00 – 12h30 / 14h – 17h30","9h00 – 12h30 / 14h – 17h30","9h00 – 12h30 / 14h – 17h30",,,"44.089024","6.852917","Place de Provence 06470 Guillaumes","0.55","06470","Guillaumes","06071"
"06","Espace France Services de St Etienne de Tinée","10 rue des communes de France",,,"06660","ST ETIENNE DE TINEE","La Poste","La Poste","8h45 -12h00 / 14h00 – 16h00","8h45 -12h00 / 14h00 – 16h00","8h45 – 12h00","8h45 -12h00 / 14h00 – 16h00","8h45 -12h00 / 14h00 – 16h00","8h45 – 12h00",,"44.254953","6.925067","10 Rue des Communes de France 06660 Saint-Étienne-de-Tinée","0.86","06660","Saint-Étienne-de-Tinée","06120"
"06","Espace France Services de Colomars","1 place de la Madonne",,,"06670","COLOMARS","Collectivité","SIVOM Val de la Banquière",,"8h30 – 12h30 / 13h30 – 16h30","9h00 – 12h30","8h30 – 12h30 / 13h30 – 16h30","8h30 – 12h30 / 13h30 – 16h30","9h00 – 12h30",,"43.758975","7.219086","1 Place de la Madone 06670 Colomars","0.92","06670","Colomars","06046"
"06","Espace France Services du Plan du Var","368 avenue Porte des Alpes",,,"06670","LEVENS","Collectivité","Conseil Départemental des Alpes-Maritimes","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30",,,"43.856406","7.196771","368 Avenue Porte des Alpes 06670 Levens","0.95","06670","Levens","06075"
"06","Espace France Services de Saint-André de la Roche","2 rue du Ghet","Résidence La Laupia",,"06730","SAINT ANDRÉ DE LA NOCHE","Collectivité","Conseil Départemental des Alpes-Maritimes","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30",,,"43.738855","7.288461","2 Rue du Ghet 06730 Saint-André-de-la-Roche","0.63","06730","Saint-André-de-la-Roche","06114"
"06","Espace France Services de Saint-André de la Roche","2 rue du Ghet","Résidence La Laupia",,"06731","SAINT ANDRÉ DE LA NOCHE","Collectivité","Conseil Départemental des Alpes-Maritimes","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30",,,"43.738855","7.288461","2 Rue du Ghet 06730 Saint-André-de-la-Roche","0.58","06730","Saint-André-de-la-Roche","06114"
"06","Espace France Services de Saint-André de la Roche","2 rue du Ghet","Résidence La Laupia",,"06732","SAINT ANDRÉ DE LA NOCHE","Collectivité","Conseil Départemental des Alpes-Maritimes","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30","8h30 – 17h30",,,"43.738855","7.288461","2 Rue du Ghet 06730 Saint-André-de-la-Roche","0.58","06730","Saint-André-de-la-Roche","06114"
"06","Espace France Services Les Monts d’Azur","344 avenue des Hôtels",,,"06850","SAINT AUBAN","Collectivité","Communauté d’agglomération du pays de Grasse","8h15 – 17h","8h15 – 17h","8h15 – 17h","8h15 – 17h","8h15 – 17h",,,"43.84683","6.728909","344 Avenue des Hotels 06850 Saint-Auban","0.93","06850","Saint-Auban","06116"
"07","Espace France Services de Vernoux en Vivarais","25, avenue Vincent d'Indy",,,"07240","VERNOUX EN VIVARAIS","Collectivité","CA Privas Centre Ardèche","13h30-17h","9h-12h30/13h30/17h","9h-12h31","9h-12h30/13h30-17h","13h30-17h",,,"44.896924","4.646223","25 Avenue Vincent d'Indy 07240 Vernoux-en-Vivarais","0.94","07240","Vernoux-en-Vivarais","07338"
"07","Espace France Services de Saint Agrève","4, place de Verdun","Centre socio culturel",,"07320","SAINT AGRÈVE","Collectivité","Mairie de St Agrève","8h30-12h/13h30-16h30","8h30-12h30/13h30-18h","8h30-12h ","8h30-12h30/13h30-18h","8h30-12h/13h-16h30",,,"45.010011","4.394552","4 Place de Verdun 07320 Saint-Agrève","0.59","07320","Saint-Agrève","07204"
"07","Espace France Services de Thueyts","11, rue Pouget",,,"07330","THUEYTS","Collectivité","CC de l'Ardèche des Sources et des Volcans","8h30 - 12h/13h-16h30","8h30-12h/13h-16h30","8h30-12h/13h16h30","8h30-12h/13h-16h30","8h30-12h/13h-16h30",,,"44.675733","4.222033","11 Rue du Pouget 07330 Thueyts","0.85","07330","Thueyts","07322"
"07","Espace France Services de St Marcel d'Ardèche","Place du portail du Rhône",,,"07700","SAINT MARCEL D'ARDÈCHE","Collectivité","CC du Rhône aux Gorges de l'Ardèche","9h-12h/14h-17h","9h-12h/14h-17h","9h-12h","9h-12h/14h-17h","9h-12h/14h-17h",,,"44.326469","4.61922","Place du Portail du Rhone 07700 Saint-Marcel-d'Ardèche","0.94","07700","Saint-Marcel-d'Ardèche","07264"
"08","Bogny-sur-Meuse","34 rue Maurice Louis","Espace Léon Bousquet",,"08120","BOGNY-SUR-MEUSE","Opérateur","Centre socio-culturel Aymon Lire","14h-17h","9h - 12h / 14h – 16h",,"14h-17h","14h-17h",,"Oui",,,,,,,
"08","Attigny","17 place Charlemagne",,,"08130","ATTIGNY","La Poste",,"9h12h/13h-15h","9h12h/13h-15h","9h12h/13h-15h","9h12h/13h-15h","9h12h/13h-15h","9h-12h",,"49.478115","4.578587","17 Place Charlemagne 08130 Attigny","0.94","08130","Attigny","08025"
"08","Vouziers","2 rue de l’agriculture",,,"08400","VOUZIERS",,,,,,,,,,"49.399698","4.697412","2 Rue de l'Agriculture 08400 Vouziers","0.95","08400","Vouziers","08490"
"08","Poix-Terron","1 place de la Halle",,,"08430","POIX-TERRON","La Poste",,"9h-12h/14h-17h","9h-12h/14h-17h","9h-12h","9h-12h/14h-17h","9h-12h/14h-17h","9h-11h30",,"49.648873","4.642524","1 Place de la Halle 08430 Poix-Terron","0.94","08430","Poix-Terron","08341"
"08","Signy-l’Abbaye","27 rue de Thin",,,"08460","SIGNY-L’ABBAYE","Collectivité","Communautés de communes les crêtes préardennaises","13h30-18h","9h-12h/13h30-18h30","9h-12h/13h30-18h","9h-12h/13h30-18h30","9h-12h/13h30-18h","10h-12h",,"49.698416","4.421826","27 Rue de Thin 08460 Signy-l'Abbaye","0.94","08460","Signy-l'Abbaye","08419"
"08","Revin","Chemin du Vieux Chêne",,,"08500","REVIN","Opérateur","Centre social Orzy","9h12h/14h-17h","9h12h/14h-17h","9h12h/14h-17h","9h12h/14h-17h","9h12h/14h-17h",,,"49.927058","4.646716","Chemin du Vieux Chêne 08500 Revin","0.95","08500","Revin","08363"
"09","Ax les Thermes","PLACE ROUSSEL",,,"09110","AX LES THERMES","La Poste",,,,,,,,,"42.719819","1.8376","Place Roussel 09110 Ax-les-Thermes","0.94","09110","Ax-les-Thermes","09032"
"09","Saint-Girons","Rue Joseph Sentenac",,,"09200","SAINT-GIRONS",,,,,,,,,,"42.983461","1.146293","Rue Joseph Sentenac 09200 Saint-Girons","0.95","09200","Saint-Girons","09261"
"09","Tarascon sur Ariège","Rue Jean Moulin",,,"09400","TARASCON SUR ARIÈGE",,,,,,,,,,"42.850315","1.605623","Rue Jean Moulin 09400 Tarascon-sur-Ariège","0.94","09400","Tarascon-sur-Ariège","09306"
"09","Mirepoix","1 b Chemin de la Mestrise",,,"09500","MIREPOIX",,,,,,,,,,"43.087446","1.872035","1 b Chemin de la Mestrise 09500 Mirepoix","0.94","09500","Mirepoix","09194"
"10","Espace France Services - Saint Lyé","1 rue Henri Rodin 10 180 Saint-Lyé",,,"10180","SAINT-LYE","Collectivité","Troyes Champagne Métropole","Fermé","9h - 13h / 15h30 - 18h30","Fermé","9h - 13h / 15h30 - 18h30","Fermé","9h - 12h",,"48.361778","4.00465","1 Rue Henri Rodin 10180 Saint-Lyé","0.63","10180","Saint-Lyé","10349"
"10","Espaces France Services - Estissac","2 rue Laurent Lesséré 10 190 Estissac",,,"10190","ESTISSAC","Collectivité","Troyes Champagne Métropole","9h - 12h / 13h30 - 17h","9h - 12h / 13h30 - 17h","9h - 12h / 13h30 - 16h30","9h - 12h / 13h30 - 17h","9h - 12h / 13h30 - 16h30","Fermé",,"48.266388","3.808958","2 Rue Laurent Lesseré 10190 Estissac","0.66","10190","Estissac","10142"
"10","Espace France Services de Bar sur Aube","144 route Nationale",,,"10200","BAR-SUR-AUBE","Opérateur","MSA","9h15-12h15/13h30-16h30","9h15-12h15/13h30-16h30","9h15-12h15/13h30-16h30","9h15-12h15/13h30-16h30","9h15-12h15/13h30-16h30",,,"48.234738","4.704691","144 Rue Nationale 10200 Bar-sur-Aube","0.81","10200","Bar-sur-Aube","10033"
"10","Espace France Services de Soulaines","Espace France Services de Soulaines",,,"10200","SOULAINES DHUYS","Collectivité","CC Vendeuvre Soulaines","Fermé","14h-18h","10h-12h /14h-18h","10h-12h /14h-18h","10h-12h /14h-18h","9h - 12h30",,"48.374966","4.732648","Soulaines 10200 Soulaines-Dhuys","0.51","10200","Soulaines-Dhuys","10372"
"11","MAISON FRANCE SERVICES DU NARBONNAIS","8 AV DU MARECHAL FOCH",,,"11000","NARBONNE","PIMMS","PIMM’S du NARBONNAIS","8H30 – 12H / 14H – 17H","14H – 17H","8H30 – 12H / 14H – 17H","14H – 17H","8H30 – 12H / 14H – 17H",,,"43.187225","3.005378","8 Avenue du Marechal Foch 11100 Narbonne","0.78","11100","Narbonne","11262"
"11","MAISON FRANCE SERVICES CORBIERES MEDITERRANEE","2 PLACE DE LA LIBERATION",,,"11130","SIGEAN","PIMMS","PIMM’S du NARBONNAIS","14H – 17H","9H – 13H / 14H – 19H","9H – 13H / 14H – 17H","14H - 17H","9H – 12H",,,"43.0288","2.979497","2 Place de la Liberation 11130 Sigean","0.95","11130","Sigean","11379"
"11","PIEGE LAURAGAIS MALEPERE","62 RUE BON REPOS",,,"11150","BRAM","Collectivité","CDC PIEGE LAURAGAIS MALEPERE","8H30 – 12H / 13H30 - 17H","8H30 – 12H / 13H30 - 17H","8H30 – 12H / 13H30 - 17H","8H30 – 12H / 13H30 - 17H","8H30 – 12H / 13H30 - 17H",,,"43.482651","-1.553713","Rue Bon Repos 64200 Biarritz","0.46","64200","Biarritz","64122"
"11","MAISON FRANCE SERVICES DU LIMOUXIN","17 CHEMIN FARINIER",,,"11300","LIMOUX","Opérateur","MSA","8H30 – 12H","8H30 – 12H / 13H 30 – 17H","8H30 – 12H","8H30 – 12H","8H30 – 12H / 13H30 – 16H30",,,"43.057309","2.213259","17 Chemin Farinier 11300 Limoux","0.95","11300","Limoux","11206"
"11","MAISON FRANCE SERVICES DU MASSIF DE MOUTHOUMET","23, rue de la gare",,,"11330","MOUTHOUMET","Association","ADHCO CENTRE SOCIAL","9H – 12H30 / 14H – 17H30","9H – 12H30 / 14H – 17H30","9H – 12H30 / 14H – 17H30","9H – 12H30 / 14H – 17H30","9H – 12H30 / 14H – 17H30",,,"42.960276","2.526948","Rue de la Gare 11330 Mouthoumet","0.85","11330","Mouthoumet","11260"
"11","CASTELNAUDARY LAURAGAIS AUDOIS","9 Rue des Rosiers",,,"11410","SALLES SUR L’HERS","Association","ENERGIES PIEGE","8H30 – 12H","8H30 – 12H / 13H30 - 17H","8H30 – 12H / 13H30 - 17H","8H30 – 12H / 13H30 - 17H","8H30 – 12H",,,"43.293559","1.782531","9 Rue des Rosiers 11410 Salles-sur-l'Hers","0.94","11410","Salles-sur-l'Hers","11371"
"11","CARCASSONNE AGGLO","2 RUE DES FIGUERES",,,"11700","CAPENDU","Collectivité","CARCASSONNE AGGLO","8H – 13H / 14H – 17 H","8H – 13H / 14H – 17 H","8H – 12H","8H – 13H / 14H – 17 H","8H – 13H / 14H – 17 H",,,"43.184142","2.556949","2 Rue des Figuéres 11700 Capendu","0.94","11700","Capendu","11068"
"12","Espace France Services d’Arvieu","Place de l'Eglise",,,"12120","ARVIEU","Collectivité","Commune",,"10H-12H30/14H00-18H00","10H-12H30/14H00-16H00","10H-12H30/14H00-18H00","10H-12H30/14H00-18H00","10H-12H30",,"44.190221","2.661158","Place du Marche 12120 Arvieu","0.5","12120","Arvieu","12011"
"12","Espace  France Services du Pays d’Olt et d’Aubrac","2 rue du cours",,,"12130","SAINT-GENIEZ-D'OLT","Association","Centre social du Pays d’Olt","8H30-12H00/13H30-17H00","8H30-12H00/13H30-17H00","8H30-12H00/13H30-17H00","8H30-12H00/13H30-17H00","8H30-12H00/13H30-17H00",,,"44.465278","2.971895","2 Rue du Cours 12130 Saint Geniez d'Olt et d'Aubrac","0.72","12130","Saint Geniez d'Olt et d'Aubrac","12224"
"12","Espace  France Services de Réquista « Le Bercail »","Place des Anciens Combattants",,,"12170","RÉQUISTA","Association","Familles Rurales du Réquistanais",,,,,,,,"44.031745","2.535231","Place des Anciens Combattants 12170 Réquista","0.94","12170","Réquista","12197"
"12","Espace  France Services de Marcillac Vallon","11 Place de l'Eglise",,,"12330","MARCILLAC-VALLON","Collectivité","Communauté de communes de Conques Marcillac","13H30-17H30","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H30",,,"44.473881","2.463351","11 Place de l'Eglise 12330 Marcillac-Vallon","0.94","12330","Marcillac-Vallon","12138"
"12","Espaces France Services de Bozouls Comtal","1 Allée Paul Causse",,,"12340","BOZOULS","Association","Point Emploi Bozouls Comtal","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H30","9H00–12H30/13H30–17H00",,,"44.471058","2.722624","1 Allée Paul Causse 12340 Bozouls","0.94","12340","Bozouls","12033"
"12","Espace  France Services d’Argences en Aubrac","Place des Tilleuls",,,"12420","ARGENCES EN AUBRAC","Collectivité","Commune","9H00-12H00/13H30-17H30","9H00-12H00/13H30-17H30","9H00-12H00/13H30-17H30","9H00-12H00/13H30-17H30","9H00-12H00/13H30-17H30","9H00-12H00",,"44.803569","2.758876","Place des Tilleuls 12420 Argences en Aubrac","0.94","12420","Argences en Aubrac","12223"
"12","Espace France Services du Pays Ségali","35 Avenue de la Gare",,,"12800","NAUCELLE","Association","Centre social et rural du Pays Ségali","9H00–12H00/13H00–17H00","9H00–12H00/13H00–17H00","9H00–12H00/13H00–17H00","9H00–12H00/13H00–17H00","9H00–12H00/13H00–17H00",,"Oui","44.19603","2.343592","35 Avenue de la Gare 12800 Naucelle","0.94","12800","Naucelle","12169"
"13","Espace France Services Panier","11-13 rue Caisserie",,,"13002","MARSEILLE",,,,,,,,,,"43.297198","5.368716","13 Rue Caisserie 13002 Marseille","0.87","13002","Marseille","13202"
"13","Espace France Services Port St Louis","4, rue Jean Rouget",,,"13230","Port-Saint-Louis-du-Rhône",,,,,,,,,,"43.3873","4.801791","4 Rue Jean Rouget 13230 Port-Saint-Louis-du-Rhône","0.95","13230","Port-Saint-Louis-du-Rhône","13078"
"13","Espace France Services Stes Maries de la Mer","2 avenue Léon Gambetta",,,"13460","Saintes-Maries-de-la-Mer","La Poste",,,,,,,,,"43.450832","4.429546","Rue Léon Gambetta 13460 Saintes-Maries-de-la-Mer","0.82","13460","Saintes-Maries-de-la-Mer","13096"
"13","Espace France Services La Ciotat","1222 Avenue Guillaume DULAC",,,"13600 ","La Ciotat",,,,,,,,,,"43.19608","5.612881","1222 Avenue Guillaume Dulac 13600 La Ciotat","0.95","13600","La Ciotat","13028"
"14","Espace France Services de Caen Pierre Heuzé","15 place Champlain",,,"14000","CAEN","Collectivité","Mairie de quartier","9h-12h et 13h-18h","9h-12h et 13h-18h","9h-12h et 13h-18h","9h-12h et 13h-18h","9h-12h et 13h-18h","pendant les vacances scolaires 
9h-12h et 13h-17h",,"49.197716","-0.347423","15 Place Champlain 14000 Caen","0.96","14000","Caen","14118"
"14","Espace France Services de Caen Venoix","18 avenue des chevaliers",,,"14000","CAEN","Collectivité","Mairie de quartier","9h-12h et 13h-18h","9h-12h et 13h-18h","9h-12h et 13h-18h","9h-12h et 13h-18h","9h-12h et 13h-18h","pendant les vacances scolaires 
9h-12h et 13h-17h",,"49.176745","-0.400691","18 Avenue des Chevaliers 14000 Caen","0.96","14000","Caen","14118"
"14","Espace France Services de Condé en Normandie","31 place de l’hôtel de ville",,,"14110","CONDE EN NORMANDIE","Collectivité","CCAS","8h30-12h00 et 14h00-17h00 ","8h30-12h00 et 14h00-17h00 ","8h30-12h00 et 14h00-17h00 ","8h30-12h00 et 14h00-17h00 ","8h30-12h00 et 14h00-17h00 ","non",,"48.850754","-0.55301","31 Place de l'Hotel de Ville 14110 Condé-en-Normandie","0.95","14110","Condé-en-Normandie","14174"
"14","Espace France Services de Terre d’Auge","43 rue Georges Clémenceau",,,"14130","PONT L’EVEQUE","Collectivité","Siège EPCI","13h30-16h30","8h30-12h30 et 13h30-16h00","8h30-12h30 et 13h30-16h00","8h30-12h30 et 13h30-16h00","8h30-12h30 et 13h30-16h00",,,"49.288806","0.194982","43 Rue Georges Clémenceau 14130 Pont-l'Évêque","0.95","14130","Pont-l'Évêque","14514"
"14","Espace France Services de Ouistreham","Place Albert Lemarignier",,,"14150","OUISTREHAM","Collectivité","mairie","8h30-12h et 13h30-17h30","8h30-12h et 13h30-17h30","8h30-12h et 13h30-17h30","8h30-12h et 13h30-17h30","8h30-12h et 13h30-17h30","10h00 – 12h00",,"49.27589","-0.258646","Place Albert Lemarignier 14150 Ouistreham","0.95","14150","Ouistreham","14488"
"14","Espace France Services de Le Hom","4 rue du Dr Gourdin
Thury Harcourt",,,"14220","THURY-HARCOURT- LE HOM","Collectivité","Siège EPCI","8h30-12h et 13h30-17h00","8h30-12h et 13h30-17h00","8h30-12h","8h30-12h et 13h30-17h00","8h30-12h et 13h30-17h00","non",,"48.986703","-0.472436","4 Rue Docteur Gourdin 14220 Le Hom","0.42","14220","Le Hom","14689"
"14","Espace France Services d’Isigny sur mer","16 rue Emile Demagny",,,"14230","ISIGNY SUR MER","Collectivité","Antenne EPCI","9h-12h et 14h-17h","9h-12h et 14h-17h","9h-12h et 14h-17h","9h-12h et 14h-17h","9h-12h et 14h-17h","non",,"49.319036","-1.100551","16 Rue Emile Demagny 14230 Isigny-sur-Mer","0.94","14230","Isigny-sur-Mer","14342"
"14","Espace France Services de Mézidon","12 rue Voltaire ",,,"14270","MEZIDON VALLEE D’AUGE","Collectivité","Anrtenne EPCI","13h-18h","9h30-12h30 et 13h30-17h30","9h30-12h30 et 13h30-17h30","9h30-12h30 et 13h30-17h30","9h30-12h30 et 13h30-17h30","9h-12h",,"49.071887","-0.07376","12 Rue Voltaire 14270 Mézidon Vallée d'Auge","0.95","14270","Mézidon Vallée d'Auge","14431"
"14","Espace France Services de Val ès Dunes","9 rue Léonard Gille",,,"14370","BELLENGREVILLE","Collectivité","Celle Emploi de la Cc Val ès Dunes","8h30-12h30 et 13h30-16h30
","8h30-12h30 et 13h30-16h30
","8h30-12h30 et 13h30-16h30
","8h30-12h30 et 13h30-16h30
","8h30-12h30 et 13h30-16h30
","non",,"49.126024","-0.213907","9 Rue Léonard Gille 14370 Bellengreville","0.94","14370","Bellengreville","14057"
"14","Espace France Services de Noues de Siennes","1 place de la mairie",,,"14380","SAINT SEVER-NOUES DE SIENNES","Collectivité","Centre socio-culturel communal","8h30-12h15 et 13h15-17h","8h30-12h15 et 13h15-17h","8h30-12h15","8h30-12h15 et 13h15-17h","8h30-12h15 et 13h15-17h","non",,"48.84107","-1.047745","Place de la Mairie - St Sever 14380 Noues de Sienne","0.81","14380","Noues de Sienne","14658"
"14","Espace France Services de Dozulé","128 grande rue",,,"14430","DOZULE","Collectivité","Antenne EPCI","8h45-12h30 et 13h30-17h","8h45-12h30 et 13h30-17h","8h45-12h30","8h45-12h30 et 13h30-17h","8h45-12h30 et 13h30-17h","non",,"49.230952","-0.045018","128 Grande Rue 14430 Dozulé","0.94","14430","Dozulé","14229"
"14","Espace France Services de Courseulles sur Mer","4 rue Arthur Leduc",,,"14470","COURSEULLES SUR MER","Collectivité","CCAS","9h-12h30 et 14h-17h","9h-12h30 et 14h-17h","9h-12h30 et 14h-17h","9h-12h30 et 14h-17h","9h-13h et 14h-16h30","non",,"49.334117","-0.456807","4 Rue Arthur Leduc 14470 Courseulles-sur-Mer","0.95","14470","Courseulles-sur-Mer","14191"
"14","Espace France Services de Troarn","Place Raphaël Briard",,,"14670","TROAN","Collectivité","CCAS","8h30-11h-45 et 13h30-17h15","8h30-11h-45 et 13h30-17h15","8h30-11h45","8h30-11h45 (sur RDV) 
Et 13h30-17h15","8h30-11h-45 et 13h30-16h15",,,"49.182819","-0.182488","Rue Raphael Briard 14670 Saline","0.62","14670","Saline","14712"
