"insee_dep","lib_france_services","adresse","adresse_cplmt","insee_com","code_postal","lib_com","type_structure","lib_structure","h_lundi","h_mardi","h_mercredi","h_jeudi","h_vendredi","h_samedi","itinerance","lat","long","result_label","result_score","result_postcode","result_city","result_citycode"
"91","Espace France Services d’Angerville","Place du Général Leclerc ",,,"91670","ANGERVILLE","Collectivité","commune","9h - 12h / 14h - 18h","9h - 12h / 14h - 18h","9h - 12h / 14h - 18h","9h - 12h / 14h - 18h","9h - 12h / 14h - 18h",,,"48.311074","2.000426","Place du Général Leclerc 91670 Angerville","0.95","91670","Angerville","91016"
"91","Espace France Services de Saclas","19 Rue de la Mairie ",,,"91690","SACLAS","Collectivité","commune","8h - 12h / 13h30 – 17h","8h - 12h / 13h30 – 17h
(après midi sur rendez vous)","8h - 12h / 13h30 – 17h","8h - 12h / 13h30 – 17h
(après midi sur rendez vous)","8h - 12h / 13h30 – 16h","8h - 12h ",,"48.360346","2.125281","19 Rue de la Mairie 91690 Saclas","0.94","91690","Saclas","91533"
"91","Espace France Services Saclas","19 Rue de la Mairie ",,,"91690","SACLAS","Collectivité","commune","8h - 12h / 13h30 – 17h","8h - 12h / 13h30 – 17h
(après midi sur rendez vous)","8h - 12h / 13h30 – 17h","8h - 12h / 13h30 – 17h
(après midi sur rendez vous)","8h - 12h / 13h30 – 16h","8h - 12h ",,"48.360346","2.125281","19 Rue de la Mairie 91690 Saclas","0.94","91690","Saclas","91533"
"91","Espace France Services de Brunoy","101 Rue De Cerçay ",,,"91800","BRUNOY","Collectivité","commune","8h45 - 12h / 13h45 – 17h30","8h45 - 12h / 13h45 – 17h30","8h30 - 12h ","8h45 - 12h / 13h45 – 17h30","8h45 - 12h / 13h45 – 17h30","8h30 - 12h ",,"48.707644","2.517446","101 Rue de Cerçay 91800 Brunoy","0.95","91800","Brunoy","91114"
"92","PIMMS Antony","Place des Baconnets",,,"92160","ANTONY",,,,,,,,,,"48.73907","2.288935","Place des Baconnets 92160 Antony","0.96","92160","Antony","92002"
"92","PIMMS Antony ","Place des Baconnets",,,"92160","ANTONY",,,,,,,,,,"48.73907","2.288935","Place des Baconnets 92160 Antony","0.96","92160","Antony","92002"
"92","Villeneuve-la-Garenne","28 Avenue de Verdun",,,"92390","VILLENEUVE-LA-GARENNE",,,,,,,,,,"48.935548","2.333265","28 Avenue de Verdun 92390 Villeneuve-la-Garenne","0.95","92390","Villeneuve-la-Garenne","92078"
"92","Mairie de Colombes","6, Place Louis Aragon",,,"92700","COLOMBES",,,,,,,,,,"48.915046","2.22927","6 Place Louis Aragon 92700 Colombes","0.96","92700","Colombes","92025"
"93","PIMMS NOISY LE GRAND – PAVE NEUF","11 – 15 Mail Fréderico Garcia",,,"93160","NOISY LE GRAND","PIMMS",,"13h30 – 18h","9h – 12h30 / 13h30 – 18h","13h30 / 18h","9h – 12h30 / 13h30 – 18h","9h – 12h30 / 13h30 – 18h","9h – 12h",,"48.838867","2.556592","Mail Federico Garcia Lorca 93160 Noisy-le-Grand","0.71","93160","Noisy-le-Grand","93051"
"93","PIMMS SEVRAN","4 allée de la Pérouse",,,"93270","SEVRAN","PIMMS",,"13h – 17h","9h – 12h30 / 13h30 – 17h","9h – 12h30 / 13h30 – 17h","9h – 12h30 / 13h30 – 17h","9h – 12h30 / 13h30 – 17h",,,"48.946115","2.519219","4 Allée la Perouse 93270 Sevran","0.87","93270","Sevran","93071"
"94","Sous-Préfecture de Nogent-sur-Marne","4 avenue de Lattre de Tassigny",,,"94130","Nogent-sur-Marne","Etat","Etat – sous-préfecture","09-12h15 / 14h-16h","09-12h15 / 14h-16h","09-12h15 / 14h-16h","09-12h","09-12h15 / 14h-16h",,,"48.836157","2.482848","4 Avenue de Lattre de Tassigny 94130 Nogent-sur-Marne","0.95","94130","Nogent-sur-Marne","94052"
"95","PIMMS de Garges-Sarcelles","2 Avenue du Général de Gaulle","Gare SNCF",,"95140","GARGES-LÈS-GONESSE","PIMMS","PIMMS","9h-12h30/14h-17h","13h30-18h","9h-12h30/14h-17h","9h-12h30/14h-17h","9h-12h30/14h-17h",,,"48.975586","2.396632","2 Avenue du Général de Gaulle 95140 Garges-lès-Gonesse","0.81","95140","Garges-lès-Gonesse","95268"
"95","Bureau de poste de Vigny","1 Rue du General Leclerc",,,"95450","VIGNY","La Poste","La Poste","9h-12h00/14h30-17h30","9h-12h00/14h30-17h30","9h-12h00/14h30-17h30","9h-12h00/14h30-16h","9h-12h00/14h30-17h30","9h-12h",,"49.077389","1.927555","1 Rue du General Leclerc 95450 Vigny","0.94","95450","Vigny","95658"
"95","PIMMS de Cergy","4 Place des Institutions",,,"95800","CERGY","PIMMS","PIMMS","9h30-12h30/13h30-17h30","9h30-12h30/13h30-17h30","13h30-17h30","9h30-12h30/13h30-17h30","9h30-12h30/13h30-17h30",,,"49.047377","2.032933","4 Place des Institutions 95800 Cergy","0.96","95800","Cergy","95127"
"972","Espace France Services de Les Anses d'Arlet","rue case toto","Petite Anse",,"97217","LES ANSES D'ARLET","Collectivité",,"8h-13h / 14-17h","8h-13h","8h-13h / 14h-17h","8h-13h","8h-13h","8h- 11h",,"14.469608","-61.067842","Rue Case Toto 97217 Les Anses-d'Arlet","0.72","97217","Les Anses-d'Arlet","97202"
"972","Espace France Services de Ducos","Résidence La Cannaie","Quartier Durivage",,"97224","DUCOS","Collectivité","Commune de Ducos","7h30-12h00 / 14h00-17h00","7h30-14h00","7h30-12h00 / 14h00-17h00","7h30-12h00 / 14h00-17h00","7h30-13h30",,,"14.56146","-60.952679","Residence la Cannaie 97224 Ducos","0.62","97224","Ducos","97207"
"972","Le Morne Vert","place de la chapelle",,,"97226","Morne-Vert","La Poste",,,,,,,,,"14.706996","-61.144912","Place de la Chapelle 97226 Le Morne-Vert","0.87","97226","Le Morne-Vert","97233"
"973","Espace France Services Sincère MANDE","19 rue Léonard MANDE","Lotissement Emilio Pascal",,"97313","SAINT-GEORGES","Collectivité","CCEG (Communauté des communes de l’Est Guyanais)","7h30 – 14h30","8h - 12h / 14h – 16h","7h30 – 17h30","8h - 12h / 14h – 16h","7h30 – 14h30",,,"3.891321","-51.802119","Lotissement Emilio Pascal 97313 Saint-Georges","0.65","97313","Saint-Georges","97308"
"974","FRANCE SERVICES DES MAKES","1 Chemin Rosinand Nativel  ",,,"97421","LA RIVIERE SAINT LOUIS","Collectivité","CCAS DE SAINT LOUIS","08H00 – 16H00","08H00 – 16H00","08H00 – 16H00","08H00 – 16H00","08H00 – 16H00",,,"-21.209029","55.403553","1 Chemin Rosinand Nativel 97421 Saint-Louis","0.77","97421","Saint-Louis","97414"
"974","Maison France Services de Jean Petit","Rue Amelie Lebon",,,"97480","SAINT-JOSEPH","Collectivité","Mairie de Saint-Joseph","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h",,,"-21.344897","55.630418","Rue Amelie Lebon 97480 Saint-Joseph","0.96","97480","Saint-Joseph","97412"
"974","Maison France Services des Lianes","Rue Hubert Delisle",,,"97480","SAINT-JOSEPH","Collectivité","Mairie de Saint-Joseph","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h","7h30 – 12h / 13h/16h",,,"-21.350725","55.612276","Rue Hubert Delisle 97480 Saint-Joseph","0.96","97480","Saint-Joseph","97412"
"976","Commune de Kani-Kéli",,,,"97625","KANI-KÉLI","La Poste",,,,,,,,,"-12.971949","45.112165","Kani-Kéli","0.91","97625","Kani-Kéli","97609"
"976","Commune de Kani-Kéli",,,,"97625","KANI-KÉLI",,,,,,,,,,"-12.971949","45.112165","Kani-Kéli","0.91","97625","Kani-Kéli","97609"
"976","Commune de M’Tzamboro",,,,"97630","M’TZAMBORO",,,,,,,,,,"-12.70058","45.069235","Chissoua M'Tzamboro 97630 Mtsamboro","0.51","97630","Mtsamboro","97612"
